;text
2440;EXCLUSIVITÉ: T2- 42m² + TERRASSE + PISCINE + PARKING + CAVE EXCLUSIVITÉ - LE CANNET: Dans une résidence sécurisée avec gardien, dotée d'une très grande piscine, d'un tennis, et d'un vaste parc arboré et fleuri: découvrez ce T2 de 42 m² offrant une agréable vue sur jardins Il se compose d'une entrée, d'un salon climatisé, d'une cuisine indépendante, tous deux ouverts sur une grande terrasse de 14m², d'une chambre avec une salle de douche et un WC indépendant avec lave main, ainsi que de nombreux rangements. Une cave complètera ce bien Grand parking collectif fermé avec portail électrique et vidéosurveillance. Taxe foncière: ~600 euros Charges mensuelles: ~145 euros comprenant: chauffage collectif au gaz, eau froide et eau chaude (panneaux solaires.) Menuiserie en aluminium simple vitrage PAS D'ASCENSEUR A RAFRAICHIR EXCELLENT RAPPORT QUALITÉ PRIX.
2441;Magnifique villa à 20 minutes de nice Vente d'une magnifique villa d'environ 200 M² idéalement située entre Villeneuve-Loubet et La Colle-sur-Loup avec une superbe vue dégagée sur Saint-Paul de Vence. Celle-ci se compose d'une grande entrée, d'une belle pièce de vie spacieuse et lumineuse avec cheminée, une grande cuisine aménagée et équipée digne d'un professionnel, une buanderie, deux chambres dont une avec un grand dressing et d'une très belle salle de bains avec douche et baignoire au rez de chaussée. L'étage quant à lui dispose de deux grandes chambres dont une avec terrasse, chacune ayant sa salle d'eau, les deux pouvant être complètement indépendante par l'extérieur. Un beau jardin d'environ 1000 M² complète cet ensemble avec sa superbe piscine 11/6 et sa grande terrasse accessible par la pièce de vie ainsi que les chambres du rez de chaussée. Nombreux stationnement possible Venez découvrir ce havre de paix rénovée dans les règles de l'art avec des matériaux de qualité. Possibilité d'acquérir également investissement immobilier voisin rentable.
2442;....FRAIS DE NOTAIRE REDUITS ! Nous vous proposons sur la commune de Cagnes Sur Mer à 5mn des....plages, dans une résidence moderne aux dernières normes (RT2012, Bâtiment Basse Consommation et faibles charges) 3 pièces exposé Sud et Ouest au 2ème étage avec ascenseur comprenant une entrée avec placard donnant sur un bel espace de vie de 31 m² avec terrasse, 2 chambres, 1 salle d'eau double vasques et 1 WC séparé 1 parking complète ce bien (+ 13 500euros) Contactez MR PREVOST visuel non contractuel Réf. Annonce: 16471_JP.............Obtenir l'adresse......Être rappelé......Demander une visite......
2443;06600, Antibes, chemin des combes, quartier résidentiel à quelques minutes du centre ville et des plages. Idéal résidence principale. Au 3e étage d'une résidence avec ascenseur, le RIF vend un appartement 2 pièces de 41 m² comprenant : entrée avec placard, espace de vie avec cuisine ouverte, une chambre de 11 m² et une salle d'eau avec WC. Plein Sud, calme, prestations de qualité, dernières normes thermiques et phoniques, terrasse de 11 m², possibilité parking en sus. Prix : 255000 euros, frais de notaire réduits. Étiquette énergie : B.
2444;06800, Cagnes-sur-Mer, un cadre de vie agréable proche de toutes les commodités et des plages du Cros-de-Cagnes...Au 1er étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 3 pièces de 61 m² avec deux terrasses (11 et 7 m²) et un balcon. ..Entrée, pièce à vivre de 26 m² avec cuisine ouverte, deux chambres (11 et 9 m²), placards, une salle de bains et un WC séparé. ..Triple exposition, calme, prestations de qualité, dernières normes thermiques et phoniques...Prix : 335000 euros, frais de notaire réduits. (Possibilité de stationnement en sus du prix). Étiquette énergie : B.
2445;06800, Cagnes-sur-Mer, commerces et bus aux pieds de la résidence, proche du centre-ville et des écoles...Au 4e étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 3 pièces de 65 m² avec un balcon de 10 m² et un parking double en sous-sol. ..Pièce à vivre de 33 m² avec cuisine ouverte, deux chambres (11 et 9 m²), placard, une salle d'eau et un WC séparé. ..Traversant, calme, séjour orienté Sud-Ouest, faïence toute hauteur, volets roulants électriques, dernières normes thermiques et phoniques...Prix : 331000 euros, frais de notaire réduits. Étiquette énergie : B.
2446;06160, Juan-les-Pins, centre-ville, à proximité des plages, de la gare et des commerces. Le RIF vend au 3e étage d'une résidence contemporaine avec ascenseur, un appartement 2 pièces de 45 m² avec terrasse (10 m²), une cave et un parking en sous-sol. Pièce à vivre de 29 m² orienté plein Sud, carrelage en grès émaillé 45x45, volets roulants électriques pour le séjour, menuiseries aluminium, accès sécurisé, dernières normes thermiques et phoniques. Prix : 275000 euros. Étiquette énergie : B.
2447;06160, Juan-les-Pins, centre-ville, à proximité des plages, de la gare et des commerces. Le RIF vend au 5e étage d'une résidence contemporaine avec ascenseur, un appartement 3 pièces de 59 m² avec terrasse (16 m²), une cave et un parking en sous-sol. Espace de vie de 28 m² orienté plein Sud, carrelage en grès émaillé 45x45, volets roulants électriques pour le séjour, menuiseries aluminium, accès sécurisé, dernières normes thermiques et phoniques. Prix : 380000 euros. Étiquette énergie : B.
2448;06160, Juan-les-Pins, centre-ville, à proximité des plages, de la gare et des commerces. Le RIF vend au 7e et dernier étage d'une résidence contemporaine avec ascenseur, un appartement 5 pièces de 129 m² avec toit terrasse (75 m²), terrasse (42 m²), balcon (11 m²), jardinière (38 m²), une cave et deux parkings en sous-sol. Vue mer, traversant, espace de vie de 60 m² orienté plein Sud, une chambre parentale, carrelage en grès émaillé 45x45, volets roulants électriques pour le séjour, menuiseries aluminium, accès sécurisé, dernières normes thermiques et phoniques. Prix : 1225000 euros. Étiquette énergie : B.
2449;06800, Cagnes-sur-Mer, centre-ville, à proximité de toutes les commodités et proche des plages...Au 4e étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 2 pièces de 47 m² avec une terrasse de 10 m² et un parking en sous-sol. ..Entrée, pièce à vivre de 23 m² avec cuisine ouverte, une chambre de 12 m², placards et une salle d'eau avec WC. ..Séjour orienté Sud-Ouest, volets roulants électriques, dernières normes thermiques et phoniques...Prix : 255000 euros, frais de notaire réduits. Étiquette énergie : B.
2450;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend au 2e étage d'une résidence contemporaine avec ascenseur, un appartement 2 pièces de 39 m² avec terrasse (10 m²) et un parking en sous-sol. Vue sur jardin paysager, carrelage en grès émaillé 45x45, volets roulants électriques, chauffage électrique par panneaux rayonnants, accès sécurisé, dernières normes thermiques et phoniques. Prix : 230000 euros. Étiquette énergie : B.
2451;06160, Juan-les-Pins, centre-ville, à proximité des plages, de la gare et des commerces. Le RIF vend au 7e et dernier étage d'une résidence contemporaine avec ascenseur, un appartement 4 pièces de 100 m² avec toit terrasse (41 m²), terrasse (33 m²), balcon (7 m²), jardinière (30 m²), une cave et deux parkings en sous-sol. Vue mer, traversant, espace de vie de 46 m² orienté plein Sud, une chambre parentale, carrelage en grès émaillé 45x45, volets roulants électriques pour le séjour, menuiseries aluminium, accès sécurisé, dernières normes thermiques et phoniques. Prix : 975000 euros. Étiquette énergie : B.
2452;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend au 3e étage d'une résidence contemporaine avec ascenseur, un appartement 2 pièces de 40 m² avec terrasse (9 m²) et un parking en sous-sol. Orienté Sud-Est, carrelage en grès émaillé 45x45, volets roulants électriques, chauffage électrique par panneaux rayonnants, accès sécurisé, dernières normes thermiques et phoniques. Prix : 245000 euros. Étiquette énergie : B.
2453;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend au 4e et dernier étage d'une résidence contemporaine avec ascenseur, un appartement 5 pièces de 112 m² avec une terrasse (38 m²) et deux parkings en sous-sol. Vue dégagée, espace de vie de 37 m², climatisation réversible, carrelage en grès émaillé 60x60, faïence toute hauteur, volets roulants électriques, accès sécurisé, dernières normes thermiques et phoniques. Prix : 750000 euros. Étiquette énergie : B.
2454;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend au 2e étage d'une résidence contemporaine avec ascenseur, un appartement 3 pièces de 80 m² avec terrasses (8 et 6 m²) et un parking en sous-sol. Orienté Sud-Est, pièce à vivre de 40 m², carrelage en grès émaillé 45x45, volets roulants électriques, chauffage électrique par panneaux rayonnants, accès sécurisé, dernières normes thermiques et phoniques. Prix : 426000 euros. Étiquette énergie : B.
2455;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend au 2e étage d'une résidence contemporaine avec ascenseur, un appartement 3 pièces de 69 m² avec terrasse (9 m²), balcon et un parking en sous-sol. Cœur de résidence, pièce à vivre de 29 m², carrelage en grès émaillé 45x45, volets roulants électriques, chauffage électrique par panneaux rayonnants, accès sécurisé, dernières normes thermiques et phoniques. Prix : 390000 euros. Étiquette énergie : B.
2456;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend en rez-de-jardin d'une résidence contemporaine, un appartement 3 pièces de 64 m² avec terrasse (9 m²), jardin (57 m²) et un parking en sous-sol. Orienté Sud-Est, carrelage en grès émaillé 45x45, volets roulants électriques, chauffage électrique par panneaux rayonnants, accès sécurisé, dernières normes thermiques et phoniques. Prix : 370000 euros. Étiquette énergie : B.
2457;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend au 4e et dernier étage d'une résidence contemporaine avec ascenseur, un appartement 5 pièces de 102 m² avec une terrasse (37 m²) et deux parkings en sous-sol. Orienté Sud-Est, climatisation réversible, carrelage en grès émaillé 60x60, faïence toute hauteur, volets roulants électriques, accès sécurisé, dernières normes thermiques et phoniques. Prix : 720000 euros. Étiquette énergie : B.
2458;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend au 4e étage d'une résidence contemporaine avec ascenseur, un appartement 3 pièces de 77 m² avec terrasse (11 m²), balcon (10 m²) et un parking en sous-sol. Traversant, pièce à vivre de 37 m², climatisation réversible, carrelage en grès émaillé 60x60, faïence toute hauteur, volets roulants électriques, accès sécurisé, dernières normes thermiques et phoniques. Prix : 560000 euros. Étiquette énergie : B.
2459;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend au 4e étage d'une résidence contemporaine avec ascenseur, un appartement 4 pièces de 96 m² avec une terrasse (90 m²) et deux parkings en sous-sol. Cœur de résidence, triple exposition, espace de vie de 42 m², une chambre parentale, climatisation réversible, carrelage en grès émaillé 60x60, faïence toute hauteur, volets roulants électriques, accès sécurisé, dernières normes thermiques et phoniques. Prix : 690000 euros. Étiquette énergie : B.
2460;06800, Cagnes-sur-Mer, à proximité du centre commercial Polygone Riviera. Le RIF vend au 5e et dernier étage d'une résidence contemporaine avec ascenseur, un appartement 4 pièces de 102 m² avec terrasses (54 et 10 m²) et deux parkings en sous-sol. Cœur de résidence, triple exposition, espace de vie de 33 m², une chambre parentale, climatisation réversible, carrelage en grès émaillé 60x60, faïence toute hauteur, volets roulants électriques, accès sécurisé, dernières normes thermiques et phoniques. Prix : 770000 euros. Étiquette énergie : B.
2461;06270, Villeneuve-Loubet, À voir absolument ! Localisation exceptionnelle en bordure de plage. Le RIF vend au 1er étage d'une résidence contemporaine avec ascenseur, un appartement 3 pièces de 69 m² avec balcon (38 m²). Lumineux, cœur de résidence, espace de vie de 34 m², domotique, climatisation réversible, carrelage en grés émaillé 43x43 cm, faïence toute hauteur, volets roulants électriques, accès sécurisé, résidence avec piscine, dernières normes thermiques et phoniques. Prix : 855000 euros. Étiquette énergie : B.
2462;Proprioo vous propose à la vente, en exclusivité, cette studette de 9.75 m² idéalement localisée sur la Promenade des Anglais à l'angle de la rue Rivoli...Elle se trouve au RDC d'un immeuble cossu, avec porte automatique et très belle entrée, sécurisé par un interphone et par un digicode...La studette est à rénover, l'espace est à créer, possibilité d'y intégrer une mezzanine pour un couchage. Présence d'une évacuation pour un WC...Idéal pour un investissement locatif...Charges de copropriété : 33.0€ par mois...Taxe foncière : 120€ par an..Ce bien est commercialisé par Proprioo...Intéressé par ce bien ? Plus d'informations sur le site de Proprioo...Informations LOI ALUR :..Statut du négociateur : Agent immobilier...Quote part annuelle(moyenne) : 400 euros...Honoraires charge vendeur. (gedeon_53882_21899652)
